"vessel_code","datetime","latitude","longitude","power","fuel_consumption","actual_speed_overground","proposed_speed_overground","predicted_fuel_consumption"
"3001","2023-10-06 05:29:00","44.4461479187012","-50.7982368469238","5010.21","16.3248","9.05999","8.26324722897261","15.8062537055463"
"3001","2023-10-06 05:30:00","44.4444961547852","-50.7955703735352","4942.02","16.8453","9.01998","10.0312214920297","15.9500507036224"
"3001","2023-10-06 05:31:00","44.4428558349609","-50.7929000854492","4912.97","15.9795","8.99998","8.75055804550648","15.1523988157511"
"3001","2023-10-06 05:32:00","44.4412384033203","-50.790168762207","5054.83","17.3255","9.03998","9.53163012191653","16.9452488128096"
"3001","2023-10-06 05:33:00","44.4396553039551","-50.7873992919922","4918.5","16.2375","9.07999","8.47841653674841","15.1829147873446"
"3001","2023-10-06 05:34:00","44.4381103515625","-50.7845840454102","5164.83","17.8713","9.03998","9.0773693582043","17.7388217164204"
"3001","2023-10-06 05:35:00","44.4366607666016","-50.7816886901855","5251.09","17.6447","9.09999","9.50427940934896","17.2203179210424"
"3001","2023-10-06 05:36:00","44.4352188110352","-50.7787704467773","5313.99","17.849","9.09999","8.9738707177341","17.2021086731926"
"19310","2023-10-06 05:36:00",NULL,NULL,NULL,NULL,NULL,NULL,"0"
"3001","2023-10-06 05:37:00","44.4336776733398","-50.7759246826172","5253.98","18.1818","9.13999","8.95729689281434","17.8553166020662"
"3001","2023-10-06 05:38:00","44.4319915771484","-50.7732429504395","4911.05","16.324","9.19998","8.62547489050776","14.5176054699346"
"3001","2023-10-06 05:39:00","44.4302253723145","-50.770637512207","4756.08","15.2048","9.15998","10.3024062372744","14.2121847676113"
"3001","2023-10-06 05:40:00","44.4284706115723","-50.7679824829102","4830.99","15.5352","9.15998","8.85090567525476","15.1282150795683"
"3001","2023-10-06 05:41:00","44.426887512207","-50.7651824951172","5117.31","17.4763","9.05999","9.13110413383692","16.5695538450032"
"3001","2023-10-06 05:42:00","44.4254379272461","-50.7622718811035","5139.7","16.4038","8.99998","10.1129085037857","15.6803087418899"
"3001","2023-10-06 05:43:00","44.423957824707","-50.7593688964844","5267.21","18.0207","8.99998","10.1550855597481","16.3355334889144"
"3001","2023-10-06 05:44:00","44.422435760498","-50.7565383911133","5130.39","16.8368","8.99998","9.83406443409622","16.1938970558345"
